iso2c,port,total_in_port,total_ips,port_name,ssl,port_group,un_code,country_name,region,sub_region,iso3c,iso3n,imf,wb,continent
SV,465,393,300921,smtp,TRUE,mail,222,El Salvador,Latin America and the Caribbean,Central America,SLV,222,253,SLV,Americas
UZ,465,256,91807,smtp,TRUE,mail,860,Uzbekistan,Asia,Central Asia,UZB,860,927,UZB,Asia
BQ,465,3,5441,smtp,TRUE,mail,535,"Bonaire, Sint Eustatius and Saba",Latin America and the Caribbean,Caribbean,BES,535,NA,NA,Americas
BO,465,296,126542,smtp,TRUE,mail,68,Bolivia (Plurinational State of),Latin America and the Caribbean,South America,BOL,68,218,BOL,Americas
SD,465,37,5486,smtp,TRUE,mail,729,Sudan,Africa,Northern Africa,SDN,736,732,SDN,Africa
TR,53,292214,1272877,dns,FALSE,dns,792,Turkey,Asia,Western Asia,TUR,792,186,TUR,Asia
A2,53,3267,7838,dns,FALSE,dns,NA,NA,NA,NA,NA,NA,NA,NA,NA
MV,53,1447,7456,dns,FALSE,dns,462,Maldives,Asia,Southern Asia,MDV,462,556,MDV,Asia
AL,53,2652,21462,dns,FALSE,dns,8,Albania,Europe,Southern Europe,ALB,8,914,ALB,Europe
GA,53,829,6645,dns,FALSE,dns,266,Gabon,Africa,Middle Africa,GAB,266,646,GAB,Africa
ZW,53,708,10353,dns,FALSE,dns,716,Zimbabwe,Africa,Eastern Africa,ZWE,716,698,ZWE,Africa
WS,53,728,1317,dns,FALSE,dns,882,Samoa,Oceania,Polynesia,WSM,882,862,WSM,Oceania
AD,53,327,4775,dns,FALSE,dns,20,Andorra,Europe,Southern Europe,AND,20,NA,ADO,Europe
SC,53,350,7719,dns,FALSE,dns,690,Seychelles,Africa,Eastern Africa,SYC,690,718,SYC,Africa
BB,53,110,5390,dns,FALSE,dns,52,Barbados,Latin America and the Caribbean,Caribbean,BRB,52,316,BRB,Americas
MR,53,63,743,dns,FALSE,dns,478,Mauritania,Africa,Western Africa,MRT,478,682,MRT,Africa
CO,53,50621,1524809,dns,FALSE,dns,170,Colombia,Latin America and the Caribbean,South America,COL,170,233,COL,Americas
SB,53,125,671,dns,FALSE,dns,90,Solomon Islands,Oceania,Melanesia,SLB,90,813,SLB,Oceania
BT,53,63,1565,dns,FALSE,dns,64,Bhutan,Asia,Southern Asia,BTN,64,514,BTN,Asia
ID,587,15665,329705,smtp-sub,FALSE,mail,360,Indonesia,Asia,South-Eastern Asia,IDN,360,536,IDN,Asia
CZ,587,18816,474110,smtp-sub,FALSE,mail,203,Czechia,Europe,Eastern Europe,CZE,203,935,CZE,Europe
GE,587,656,43664,smtp-sub,FALSE,mail,268,Georgia,Asia,Western Asia,GEO,268,915,GEO,Asia
BY,587,1075,41920,smtp-sub,FALSE,mail,112,Belarus,Europe,Eastern Europe,BLR,112,913,BLR,Europe
GR,587,4199,200333,smtp-sub,FALSE,mail,300,Greece,Europe,Southern Europe,GRC,300,174,GRC,Europe
EG,587,918,1095962,smtp-sub,FALSE,mail,818,Egypt,Africa,Northern Africa,EGY,818,469,EGY,Africa
AZ,587,1232,31527,smtp-sub,FALSE,mail,31,Azerbaijan,Asia,Western Asia,AZE,31,912,AZE,Asia
MX,587,7248,3430468,smtp-sub,FALSE,mail,484,Mexico,Latin America and the Caribbean,Central America,MEX,484,273,MEX,Americas
CD,587,80,1931,smtp-sub,FALSE,mail,180,Democratic Republic of the Congo,Africa,Middle Africa,COD,180,636,ZAR,Africa
PA,587,2535,137097,smtp-sub,FALSE,mail,591,Panama,Latin America and the Caribbean,Central America,PAN,591,283,PAN,Americas
RW,587,31,3171,smtp-sub,FALSE,mail,646,Rwanda,Africa,Eastern Africa,RWA,646,714,RWA,Africa
MY,8080,36974,226639,web-alt,FALSE,web,458,Malaysia,Asia,South-Eastern Asia,MYS,458,548,MYS,Asia
BD,8080,8292,62199,web-alt,FALSE,web,50,Bangladesh,Asia,Southern Asia,BGD,50,513,BGD,Asia
RU,8080,256054,2553353,web-alt,FALSE,web,643,Russian Federation,Europe,Eastern Europe,RUS,643,922,RUS,Europe
LV,8080,19233,103835,web-alt,FALSE,web,428,Latvia,Europe,Northern Europe,LVA,428,941,LVA,Europe
LB,8080,2605,77217,web-alt,FALSE,web,422,Lebanon,Asia,Western Asia,LBN,422,446,LBN,Asia
CY,8080,3292,27058,web-alt,FALSE,web,196,Cyprus,Asia,Western Asia,CYP,196,423,CYP,Asia
LU,8080,3695,41602,web-alt,FALSE,web,442,Luxembourg,Europe,Western Europe,LUX,442,137,LUX,Europe
IQ,8080,859,52432,web-alt,FALSE,web,368,Iraq,Asia,Western Asia,IRQ,368,433,IRQ,Asia
VG,8080,453,11843,web-alt,FALSE,web,92,British Virgin Islands,Latin America and the Caribbean,Caribbean,VGB,92,NA,VGB,Americas
JO,8080,2487,62275,web-alt,FALSE,web,400,Jordan,Asia,Western Asia,JOR,400,439,JOR,Asia
UG,8080,475,5677,web-alt,FALSE,web,800,Uganda,Africa,Eastern Africa,UGA,800,746,UGA,Africa
NI,8080,1310,21281,web-alt,FALSE,web,558,Nicaragua,Latin America and the Caribbean,Central America,NIC,558,278,NIC,Americas
CR,8080,10089,132639,web-alt,FALSE,web,188,Costa Rica,Latin America and the Caribbean,Central America,CRI,188,238,CRI,Americas
GM,8080,178,1506,web-alt,FALSE,web,270,Gambia,Africa,Western Africa,GMB,270,648,GMB,Africa
GT,8080,1982,277896,web-alt,FALSE,web,320,Guatemala,Latin America and the Caribbean,Central America,GTM,320,258,GTM,Americas
CU,8080,324,13032,web-alt,FALSE,web,192,Cuba,Latin America and the Caribbean,Caribbean,CUB,192,928,CUB,Americas
CK,8080,31,382,web-alt,FALSE,web,184,Cook Islands,Oceania,Polynesia,COK,184,815,COK,Oceania
PH,8081,3789,146294,web-alt,FALSE,web,608,Philippines,Asia,South-Eastern Asia,PHL,608,566,PHL,Asia
NZ,8081,360176,499611,web-alt,FALSE,web,554,New Zealand,Oceania,Australia and New Zealand,NZL,554,196,NZL,Oceania
JO,8081,2305,62275,web-alt,FALSE,web,400,Jordan,Asia,Western Asia,JOR,400,439,JOR,Asia
UA,8081,7490,649048,web-alt,FALSE,web,804,Ukraine,Europe,Eastern Europe,UKR,804,926,UKR,Europe
BY,8081,739,41920,web-alt,FALSE,web,112,Belarus,Europe,Eastern Europe,BLR,112,913,BLR,Europe
RO,8081,43277,605821,web-alt,FALSE,web,642,Romania,Europe,Eastern Europe,ROU,642,968,ROM,Europe
LR,8081,2,512,web-alt,FALSE,web,430,Liberia,Africa,Western Africa,LBR,430,668,LBR,Africa
CI,8081,1566,13455,web-alt,FALSE,web,384,Cote d'Ivoire,Africa,Western Africa,CIV,384,662,CIV,Africa
CM,8081,130,7688,web-alt,FALSE,web,120,Cameroon,Africa,Middle Africa,CMR,120,622,CMR,Africa
MT,8081,3042,15882,web-alt,FALSE,web,470,Malta,Europe,Southern Europe,MLT,470,181,MLT,Europe
KH,8081,882,24396,web-alt,FALSE,web,116,Cambodia,Asia,South-Eastern Asia,KHM,116,522,KHM,Asia
MX,8081,11805,3430468,web-alt,FALSE,web,484,Mexico,Latin America and the Caribbean,Central America,MEX,484,273,MEX,Americas
SL,8081,8,423,web-alt,FALSE,web,694,Sierra Leone,Africa,Western Africa,SLE,694,724,SLE,Africa
SV,8081,353,300921,web-alt,FALSE,web,222,El Salvador,Latin America and the Caribbean,Central America,SLV,222,253,SLV,Americas
BM,8081,79,5103,web-alt,FALSE,web,60,Bermuda,Latin America and the Caribbean,Northern America,BMU,60,319,BMU,Americas
BJ,8081,35,1549,web-alt,FALSE,web,204,Benin,Africa,Western Africa,BEN,204,638,BEN,Africa
MQ,8081,107,5046,web-alt,FALSE,web,474,Martinique,Latin America and the Caribbean,Caribbean,MTQ,474,349,MTQ,Americas
CW,8081,126,14340,web-alt,FALSE,web,531,Curaçao,Latin America and the Caribbean,Caribbean,CUW,531,354,CUW,Americas
KP,8081,4,303,web-alt,FALSE,web,408,Democratic People's Republic of Korea,Asia,Eastern Asia,PRK,408,NA,PRK,Asia
LC,8081,35,2512,web-alt,FALSE,web,662,Saint Lucia,Latin America and the Caribbean,Caribbean,LCA,662,362,LCA,Americas
DE,8443,220318,4591820,web-alt,TRUE,web,276,Germany,Europe,Western Europe,DEU,276,134,DEU,Europe
LU,8443,1316,41602,web-alt,TRUE,web,442,Luxembourg,Europe,Western Europe,LUX,442,137,LUX,Europe
GR,8443,3653,200333,web-alt,TRUE,web,300,Greece,Europe,Southern Europe,GRC,300,174,GRC,Europe
NG,8443,1450,65815,web-alt,TRUE,web,566,Nigeria,Africa,Western Africa,NGA,566,694,NGA,Africa
TH,8443,12705,1475645,web-alt,TRUE,web,764,Thailand,Asia,South-Eastern Asia,THA,764,578,THA,Asia
MO,8443,1203,34345,web-alt,TRUE,web,446,"China, Macao Special Administrative Region",Asia,Eastern Asia,MAC,446,546,MAC,Asia
RE,8443,228,27030,web-alt,TRUE,web,638,Réunion,Africa,Eastern Africa,REU,638,696,REU,Africa
LV,8443,1232,103835,web-alt,TRUE,web,428,Latvia,Europe,Northern Europe,LVA,428,941,LVA,Europe
AF,8443,217,4772,web-alt,TRUE,web,4,Afghanistan,Asia,Southern Asia,AFG,4,512,AFG,Asia
MN,8443,84,8486,web-alt,TRUE,web,496,Mongolia,Asia,Eastern Asia,MNG,496,948,MNG,Asia
DO,8443,70674,332251,web-alt,TRUE,web,214,Dominican Republic,Latin America and the Caribbean,Caribbean,DOM,214,243,DOM,Americas
GT,8443,295,277896,web-alt,TRUE,web,320,Guatemala,Latin America and the Caribbean,Central America,GTM,320,258,GTM,Americas
NI,8443,74,21281,web-alt,TRUE,web,558,Nicaragua,Latin America and the Caribbean,Central America,NIC,558,278,NIC,Americas
GG,8443,70,2653,web-alt,TRUE,web,831,Guernsey,Europe,Northern Europe,GGY,831,NA,GGY,Europe
AX,8443,11,4771,web-alt,TRUE,web,248,Åland Islands,Europe,Northern Europe,ALA,248,NA,ALA,Europe
GY,8443,9,2826,web-alt,TRUE,web,328,Guyana,Latin America and the Caribbean,South America,GUY,328,336,GUY,Americas
KP,8443,7,303,web-alt,TRUE,web,408,Democratic People's Republic of Korea,Asia,Eastern Asia,PRK,408,NA,PRK,Asia
KR,990,118131,5655032,ftps,TRUE,file-transfer,410,Republic of Korea,Asia,Eastern Asia,KOR,410,542,KOR,Asia
IN,990,7823,1895340,ftps,TRUE,file-transfer,356,India,Asia,Southern Asia,IND,356,534,IND,Asia
EG,990,329,1095962,ftps,TRUE,file-transfer,818,Egypt,Africa,Northern Africa,EGY,818,469,EGY,Africa
MU,990,235,16806,ftps,TRUE,file-transfer,480,Mauritius,Africa,Eastern Africa,MUS,480,684,MUS,Africa
ST,990,1,237,ftps,TRUE,file-transfer,678,Sao Tome and Principe,Africa,Middle Africa,STP,678,716,STP,Africa
RS,990,84,106693,ftps,TRUE,file-transfer,688,Serbia,Europe,Southern Europe,SRB,688,942,SRB,Europe
GH,990,106,11785,ftps,TRUE,file-transfer,288,Ghana,Africa,Western Africa,GHA,288,652,GHA,Africa
AP,990,16,12550,ftps,TRUE,file-transfer,NA,NA,NA,NA,NA,NA,NA,NA,NA
GP,990,6,7055,ftps,TRUE,file-transfer,312,Guadeloupe,Latin America and the Caribbean,Caribbean,GLP,312,329,GLP,Americas
SS,990,16,418,ftps,TRUE,file-transfer,728,South Sudan,Africa,Eastern Africa,SSD,728,733,SSD,Africa
CK,990,2,382,ftps,TRUE,file-transfer,184,Cook Islands,Oceania,Polynesia,COK,184,815,COK,Oceania
NE,990,2,938,ftps,TRUE,file-transfer,562,Niger,Africa,Western Africa,NER,562,692,NER,Africa
GB,995,206696,2970971,pop3,TRUE,mail,826,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,GBR,826,112,GBR,Europe
CZ,995,27013,474110,pop3,TRUE,mail,203,Czechia,Europe,Eastern Europe,CZE,203,935,CZE,Europe
EU,995,5176,568221,pop3,TRUE,mail,NA,NA,NA,NA,NA,NA,NA,NA,NA
NL,995,151748,3465581,pop3,TRUE,mail,528,Netherlands,Europe,Western Europe,NLD,528,138,NLD,Europe
GR,995,3677,200333,pop3,TRUE,mail,300,Greece,Europe,Southern Europe,GRC,300,174,GRC,Europe
BY,995,1614,41920,pop3,TRUE,mail,112,Belarus,Europe,Eastern Europe,BLR,112,913,BLR,Europe
AR,995,13518,623661,pop3,TRUE,mail,32,Argentina,Latin America and the Caribbean,South America,ARG,32,213,ARG,Americas
LI,995,93,3884,pop3,TRUE,mail,438,Liechtenstein,Europe,Western Europe,LIE,438,NA,LIE,Europe
RW,995,32,3171,pop3,TRUE,mail,646,Rwanda,Africa,Eastern Africa,RWA,646,714,RWA,Africa
TG,995,18,1301,pop3,TRUE,mail,768,Togo,Africa,Western Africa,TGO,768,742,TGO,Africa
FO,995,14,1148,pop3,TRUE,mail,234,Faeroe Islands,Europe,Northern Europe,FRO,234,816,FRO,Europe
GF,995,9,2281,pop3,TRUE,mail,254,French Guiana,Latin America and the Caribbean,South America,GUF,254,333,GUF,Americas
SX,995,8,2494,pop3,TRUE,mail,534,Sint Maarten (Dutch part),Latin America and the Caribbean,Caribbean,SXM,534,NA,SXM,Americas
SR,995,25,13790,pop3,TRUE,mail,740,Suriname,Latin America and the Caribbean,South America,SUR,740,366,SUR,Americas
SB,995,7,671,pop3,TRUE,mail,90,Solomon Islands,Oceania,Melanesia,SLB,90,813,SLB,Oceania
MY,110,15398,226639,pop3,FALSE,mail,458,Malaysia,Asia,South-Eastern Asia,MYS,458,548,MYS,Asia
TR,110,92602,1272877,pop3,FALSE,mail,792,Turkey,Asia,Western Asia,TUR,792,186,TUR,Asia
SA,110,7879,1030561,pop3,FALSE,mail,682,Saudi Arabia,Asia,Western Asia,SAU,682,456,SAU,Asia
EG,110,1697,1095962,pop3,FALSE,mail,818,Egypt,Africa,Northern Africa,EGY,818,469,EGY,Africa
QA,110,9070,40574,pop3,FALSE,mail,634,Qatar,Asia,Western Asia,QAT,634,453,QAT,Asia
MX,110,81762,3430468,pop3,FALSE,mail,484,Mexico,Latin America and the Caribbean,Central America,MEX,484,273,MEX,Americas
GH,110,320,11785,pop3,FALSE,mail,288,Ghana,Africa,Western Africa,GHA,288,652,GHA,Africa
CG,110,912,32645,pop3,FALSE,mail,178,Congo,Africa,Middle Africa,COG,178,634,COG,Africa
NE,110,35,938,pop3,FALSE,mail,562,Niger,Africa,Western Africa,NER,562,692,NER,Africa
LA,110,96,5704,pop3,FALSE,mail,418,Lao People's Democratic Republic,Asia,South-Eastern Asia,LAO,418,544,LAO,Asia
BT,110,63,1565,pop3,FALSE,mail,64,Bhutan,Asia,Southern Asia,BTN,64,514,BTN,Asia
TC,110,8,1214,pop3,FALSE,mail,796,Turks and Caicos Islands,Latin America and the Caribbean,Caribbean,TCA,796,NA,TCA,Americas
PL,135,21584,1461490,dce,FALSE,microsoft,616,Poland,Europe,Eastern Europe,POL,616,964,POL,Europe
BE,135,254699,691567,dce,FALSE,microsoft,56,Belgium,Europe,Western Europe,BEL,56,124,BEL,Europe
HU,135,11288,319720,dce,FALSE,microsoft,348,Hungary,Europe,Eastern Europe,HUN,348,944,HUN,Europe
PT,135,5379,219575,dce,FALSE,microsoft,620,Portugal,Europe,Southern Europe,PRT,620,182,PRT,Europe
HN,135,1059,28404,dce,FALSE,microsoft,340,Honduras,Latin America and the Caribbean,Central America,HND,340,268,HND,Americas
MN,135,403,8486,dce,FALSE,microsoft,496,Mongolia,Asia,Eastern Asia,MNG,496,948,MNG,Asia
ET,135,112,1017,dce,FALSE,microsoft,231,Ethiopia,Africa,Eastern Africa,ETH,231,644,ETH,Africa
NC,135,72,13830,dce,FALSE,microsoft,540,New Caledonia,Oceania,Melanesia,NCL,540,839,NCL,Oceania
KY,135,39,5156,dce,FALSE,microsoft,136,Cayman Islands,Latin America and the Caribbean,Caribbean,CYM,136,377,CYM,Americas
GG,135,13,2653,dce,FALSE,microsoft,831,Guernsey,Europe,Northern Europe,GGY,831,NA,GGY,Europe
LA,135,108,5704,dce,FALSE,microsoft,418,Lao People's Democratic Republic,Asia,South-Eastern Asia,LAO,418,544,LAO,Asia
SS,135,34,418,dce,FALSE,microsoft,728,South Sudan,Africa,Eastern Africa,SSD,728,733,SSD,Africa
GU,135,59,18699,dce,FALSE,microsoft,316,Guam,Oceania,Micronesia,GUM,316,829,GUM,Oceania
BM,135,51,5103,dce,FALSE,microsoft,60,Bermuda,Latin America and the Caribbean,Northern America,BMU,60,319,BMU,Americas
BQ,135,16,5441,dce,FALSE,microsoft,535,"Bonaire, Sint Eustatius and Saba",Latin America and the Caribbean,Caribbean,BES,535,NA,NA,Americas
KM,135,7,225,dce,FALSE,microsoft,174,Comoros,Africa,Eastern Africa,COM,174,632,COM,Africa
GF,135,11,2281,dce,FALSE,microsoft,254,French Guiana,Latin America and the Caribbean,South America,GUF,254,333,GUF,Americas
DM,143,4,1433,imap,FALSE,mail,212,Dominica,Latin America and the Caribbean,Caribbean,DMA,212,321,DMA,Americas
ID,1723,50765,329705,pptp,TRUE,vpn,360,Indonesia,Asia,South-Eastern Asia,IDN,360,536,IDN,Asia
NZ,1723,25503,499611,pptp,TRUE,vpn,554,New Zealand,Oceania,Australia and New Zealand,NZL,554,196,NZL,Oceania
GR,1723,16776,200333,pptp,TRUE,vpn,300,Greece,Europe,Southern Europe,GRC,300,174,GRC,Europe
JO,1723,2011,62275,pptp,TRUE,vpn,400,Jordan,Asia,Western Asia,JOR,400,439,JOR,Asia
MG,1723,393,8192,pptp,TRUE,vpn,450,Madagascar,Africa,Eastern Africa,MDG,450,674,MDG,Africa
UG,1723,302,5677,pptp,TRUE,vpn,800,Uganda,Africa,Eastern Africa,UGA,800,746,UGA,Africa
SR,1723,273,13790,pptp,TRUE,vpn,740,Suriname,Latin America and the Caribbean,South America,SUR,740,366,SUR,Americas
KW,1723,3350,454033,pptp,TRUE,vpn,414,Kuwait,Asia,Western Asia,KWT,414,443,KWT,Asia
JE,1723,823,4744,pptp,TRUE,vpn,832,Jersey,Europe,Northern Europe,JEY,832,NA,JEY,Europe
KP,1723,115,303,pptp,TRUE,vpn,408,Democratic People's Republic of Korea,Asia,Eastern Asia,PRK,408,NA,PRK,Asia
GD,1723,190,4281,pptp,TRUE,vpn,308,Grenada,Latin America and the Caribbean,Caribbean,GRD,308,328,GRD,Americas
NI,1723,857,21281,pptp,TRUE,vpn,558,Nicaragua,Latin America and the Caribbean,Central America,NIC,558,278,NIC,Americas
UY,1723,2699,42363,pptp,TRUE,vpn,858,Uruguay,Latin America and the Caribbean,South America,URY,858,298,URY,Americas
SO,1723,129,834,pptp,TRUE,vpn,706,Somalia,Africa,Eastern Africa,SOM,706,726,SOM,Africa
RW,1723,218,3171,pptp,TRUE,vpn,646,Rwanda,Africa,Eastern Africa,RWA,646,714,RWA,Africa
SY,1723,242,121688,pptp,TRUE,vpn,760,Syrian Arab Republic,Asia,Western Asia,SYR,760,463,SYR,Asia
CX,1723,110,122,pptp,TRUE,vpn,NA,NA,NA,NA,NA,NA,NA,NA,NA
SX,1723,70,2494,pptp,TRUE,vpn,534,Sint Maarten (Dutch part),Latin America and the Caribbean,Caribbean,SXM,534,NA,SXM,Americas
TW,445,146988,2212144,smb,FALSE,microsoft,NA,NA,NA,NA,NA,NA,NA,NA,NA
SE,445,12835,685508,smb,FALSE,microsoft,752,Sweden,Europe,Northern Europe,SWE,752,144,SWE,Europe
EU,445,833,568221,smb,FALSE,microsoft,NA,NA,NA,NA,NA,NA,NA,NA,NA
GR,445,4413,200333,smb,FALSE,microsoft,300,Greece,Europe,Southern Europe,GRC,300,174,GRC,Europe
ME,445,336,22690,smb,FALSE,microsoft,499,Montenegro,Europe,Southern Europe,MNE,499,943,MNE,Europe
AR,445,100644,623661,smb,FALSE,microsoft,32,Argentina,Latin America and the Caribbean,South America,ARG,32,213,ARG,Americas
SX,445,34,2494,smb,FALSE,microsoft,534,Sint Maarten (Dutch part),Latin America and the Caribbean,Caribbean,SXM,534,NA,SXM,Americas
SV,445,646,300921,smb,FALSE,microsoft,222,El Salvador,Latin America and the Caribbean,Central America,SLV,222,253,SLV,Americas
BN,445,30,4192,smb,FALSE,microsoft,96,Brunei Darussalam,Asia,South-Eastern Asia,BRN,96,516,BRN,Asia
EC,445,2161,258707,smb,FALSE,microsoft,218,Ecuador,Latin America and the Caribbean,South America,ECU,218,248,ECU,Americas
BZ,445,165,15786,smb,FALSE,microsoft,84,Belize,Latin America and the Caribbean,Central America,BLZ,84,339,BLZ,Americas
GD,445,25,4281,smb,FALSE,microsoft,308,Grenada,Latin America and the Caribbean,Caribbean,GRD,308,328,GRD,Americas
CA,5000,41593,2003404,upnp,FALSE,upnp,124,Canada,Latin America and the Caribbean,Northern America,CAN,124,156,CAN,Americas
PK,5000,3999,213305,upnp,FALSE,upnp,586,Pakistan,Asia,Southern Asia,PAK,586,564,PAK,Asia
BB,5000,49,5390,upnp,FALSE,upnp,52,Barbados,Latin America and the Caribbean,Caribbean,BRB,52,316,BRB,Americas
ET,5000,20,1017,upnp,FALSE,upnp,231,Ethiopia,Africa,Eastern Africa,ETH,231,644,ETH,Africa
PF,5000,2022,5497,upnp,FALSE,upnp,258,French Polynesia,Oceania,Polynesia,PYF,258,887,PYF,Oceania
SZ,5000,5,1366,upnp,FALSE,upnp,748,Swaziland,Africa,Southern Africa,SWZ,748,734,SWZ,Africa
NI,5000,50,21281,upnp,FALSE,upnp,558,Nicaragua,Latin America and the Caribbean,Central America,NIC,558,278,NIC,Americas
HN,5000,349,28404,upnp,FALSE,upnp,340,Honduras,Latin America and the Caribbean,Central America,HND,340,268,HND,Americas
CW,5000,129,14340,upnp,FALSE,upnp,531,Curaçao,Latin America and the Caribbean,Caribbean,CUW,531,354,CUW,Americas
PG,5000,12,2868,upnp,FALSE,upnp,598,Papua New Guinea,Oceania,Melanesia,PNG,598,853,PNG,Oceania
CK,587,12,382,smtp-sub,FALSE,mail,184,Cook Islands,Oceania,Polynesia,COK,184,815,COK,Oceania
US,5900,3242457,41110769,vnc,FALSE,gui-admin,840,United States of America,Latin America and the Caribbean,Northern America,USA,840,111,USA,Americas
CZ,5900,10264,474110,vnc,FALSE,gui-admin,203,Czechia,Europe,Eastern Europe,CZE,203,935,CZE,Europe
GA,5900,547,6645,vnc,FALSE,gui-admin,266,Gabon,Africa,Middle Africa,GAB,266,646,GAB,Africa
SC,5900,53,7719,vnc,FALSE,gui-admin,690,Seychelles,Africa,Eastern Africa,SYC,690,718,SYC,Africa
TO,5900,5,375,vnc,FALSE,gui-admin,776,Tonga,Oceania,Polynesia,TON,776,866,TON,Oceania
GT,5900,316,277896,vnc,FALSE,gui-admin,320,Guatemala,Latin America and the Caribbean,Central America,GTM,320,258,GTM,Americas
IQ,5900,141,52432,vnc,FALSE,gui-admin,368,Iraq,Asia,Western Asia,IRQ,368,433,IRQ,Asia
BZ,5900,38,15786,vnc,FALSE,gui-admin,84,Belize,Latin America and the Caribbean,Central America,BLZ,84,339,BLZ,Americas
HT,5900,29,6761,vnc,FALSE,gui-admin,332,Haiti,Latin America and the Caribbean,Caribbean,HTI,332,263,HTI,Americas
MN,5900,70,8486,vnc,FALSE,gui-admin,496,Mongolia,Asia,Eastern Asia,MNG,496,948,MNG,Asia
BT,5900,14,1565,vnc,FALSE,gui-admin,64,Bhutan,Asia,Southern Asia,BTN,64,514,BTN,Asia
AG,8443,16,6098,web-alt,TRUE,web,28,Antigua and Barbuda,Latin America and the Caribbean,Caribbean,ATG,28,311,ATG,Americas
ST,8443,3,237,web-alt,TRUE,web,678,Sao Tome and Principe,Africa,Middle Africa,STP,678,716,STP,Africa
AO,9100,94,14032,jetdirect,FALSE,printer,24,Angola,Africa,Middle Africa,AGO,24,614,AGO,Africa
CI,9100,9,13455,jetdirect,FALSE,printer,384,Cote d'Ivoire,Africa,Western Africa,CIV,384,662,CIV,Africa
GP,9100,244,7055,jetdirect,FALSE,printer,312,Guadeloupe,Latin America and the Caribbean,Caribbean,GLP,312,329,GLP,Americas
PS,9100,71,55383,jetdirect,FALSE,printer,275,State of Palestine,Asia,Western Asia,PSE,275,487,WBG,Asia
JO,9100,294,62275,jetdirect,FALSE,printer,400,Jordan,Asia,Western Asia,JOR,400,439,JOR,Asia
MQ,9100,214,5046,jetdirect,FALSE,printer,474,Martinique,Latin America and the Caribbean,Caribbean,MTQ,474,349,MTQ,Americas
AF,9100,303,4772,jetdirect,FALSE,printer,4,Afghanistan,Asia,Southern Asia,AFG,4,512,AFG,Asia
CL,9100,23746,217299,jetdirect,FALSE,printer,152,Chile,Latin America and the Caribbean,South America,CHL,152,228,CHL,Americas
RE,9100,237,27030,jetdirect,FALSE,printer,638,Réunion,Africa,Eastern Africa,REU,638,696,REU,Africa
GF,9100,87,2281,jetdirect,FALSE,printer,254,French Guiana,Latin America and the Caribbean,South America,GUF,254,333,GUF,Americas
BB,9100,12,5390,jetdirect,FALSE,printer,52,Barbados,Latin America and the Caribbean,Caribbean,BRB,52,316,BRB,Americas
SS,9100,9,418,jetdirect,FALSE,printer,728,South Sudan,Africa,Eastern Africa,SSD,728,733,SSD,Africa
ME,9100,26,22690,jetdirect,FALSE,printer,499,Montenegro,Europe,Southern Europe,MNE,499,943,MNE,Europe
SC,9100,4,7719,jetdirect,FALSE,printer,690,Seychelles,Africa,Eastern Africa,SYC,690,718,SYC,Africa
AP,9100,8,12550,jetdirect,FALSE,printer,NA,NA,NA,NA,NA,NA,NA,NA,NA
VN,993,15415,811897,imap,TRUE,mail,704,Viet Nam,Asia,South-Eastern Asia,VNM,704,582,VNM,Asia
GI,993,2001,5296,imap,TRUE,mail,292,Gibraltar,Europe,Southern Europe,GIB,292,823,GIB,Europe
AT,993,11538,365764,imap,TRUE,mail,40,Austria,Europe,Western Europe,AUT,40,122,AUT,Europe
SI,993,4079,86212,imap,TRUE,mail,705,Slovenia,Europe,Southern Europe,SVN,705,961,SVN,Europe
HR,993,2364,77249,imap,TRUE,mail,191,Croatia,Europe,Southern Europe,HRV,191,960,HRV,Europe
KZ,993,1636,230749,imap,TRUE,mail,398,Kazakhstan,Asia,Central Asia,KAZ,398,916,KAZ,Asia
PK,993,2302,213305,imap,TRUE,mail,586,Pakistan,Asia,Southern Asia,PAK,586,564,PAK,Asia
ME,993,86,22690,imap,TRUE,mail,499,Montenegro,Europe,Southern Europe,MNE,499,943,MNE,Europe
CO,993,5138,1524809,imap,TRUE,mail,170,Colombia,Latin America and the Caribbean,South America,COL,170,233,COL,Americas
